Row Number,Publisher,Title,Author,Description,URL,Published At
535,Reuters,"AstraZeneca, AI biologics firm Absci tie up on cancer drug - FT",Reuters,"Anglo-Swedish drugmaker AstraZeneca <a href=""https://www.reuters.com/markets/companies/AZN.L"" target=""_blank"">(AZN.L)</a> has signed a deal worth up to $247 million with U.S. artificial intelligence (AI) biologics firm Absci <a href=""https://www.reuters.com/m…",https://www.reuters.com/business/healthcare-pharmaceuticals/astrazeneca-ai-biologics-firm-absci-tie-up-cancer-drug-ft-2023-12-03/,2023-12-03T08:05:01Z
536,Chicago Tribune,No. 2 Michigan blanks No. 16 Iowa 26-0 for the Big Ten title — and the Wolverines are likely to claim the top CFP seed,Chicago Tribune,"Blake Corum scored twice, tying the school record for touchdown runs with 55, and No. 2 Michigan beat No. 18 Iowa 26-0 on Saturday night in the Big Ten championship game to likely take the top seed in the College Football Playoff.",https://www.chicagotribune.com/sports/college/ct-michigan-iowa-big-ten-championship-20231203-chr73z6vu5appcddny465cmxse-story.html,2023-12-03T05:18:08Z
537,Chicago Tribune,Chicago Bulls beat the New Orleans Pelicans 124-118 — giving them consecutive wins for the 1st time this season,Julia Poe,"The Chicago Bulls notched consecutive wins for the first time this season, defeating the New Orleans Pelicans 124-118 on Saturday at the United Center behind 31 points from Coby White.",https://www.chicagotribune.com/sports/bulls/ct-cb-chicago-bulls-new-orleans-pelicans-20231203-uraz4nyp4zhahnzrgnrc2ntlym-story.html,2023-12-03T04:58:20Z
538,Chicago Tribune,"South Side get Christmas lights, cheer at My Block, My Hood, My City holiday celebration: “It’s inspiring hope”",Jake Sheridan,The annual event aims to add holiday decorations to over 500 South and West Side homes.,https://www.chicagotribune.com/news/breaking/ct-christmas-lights-south-side-20231203-3txs5cxytjdntduhmimzbsh5ru-story.html,2023-12-03T03:15:50Z
539,Reuters,Australia's Greens to launch inquiry into supermarket 'price gouging',Reuters,"Australia's Greens party said on Sunday it would lead a parliamentary inquiry into ""price gouging"" by major supermarkets as the country grapples with high costs of living.",https://www.reuters.com/business/retail-consumer/australias-greens-launch-inquiry-into-supermarket-price-gouging-2023-12-03/,2023-12-03T01:43:22Z
540,Chicago Tribune,No. 8 Alabama knocks off No. 1 Georgia 27-24 for the SEC title. Now both teams await their postseason fate.,Chicago Tribune,Alabama is again top dog in the Southeastern Conference — and perhaps headed to the College Football Playoff. The Crimson Tide ended Georgia’s 29-game winning streak with a 27-24 victory against the No. 1 Bulldogs in the SEC championship game Saturday.,https://www.chicagotribune.com/sports/college/ct-georgia-alabama-sec-championship-game-20231203-v6c4g4xkyjemnmegpz6dlsl75a-story.html,2023-12-03T01:38:33Z
541,Chicago Tribune,5 takeaways from the Chicago Blackhawks’ 3-1 loss: Connor Bedard makes history and Anthony Beauvillier makes team debut,Phil Thompson,Connor Bedard on Saturday passed Darryl Sutter to set a Chicago Blackhawks rookie record with an eight-game point streak during a 3-1 road loss to the Winnipeg Jets.,https://www.chicagotribune.com/sports/blackhawks/ct-cb-chicago-blackhawks-winnipeg-jets-20231203-uurlfblv65b67htxuu3u3kxxt4-story.html,2023-12-03T01:09:19Z
542,Reuters,"Detroit Casino Council ratify contract with MGM, Penn",Reuters,"Union members with the Detroit Casino Council have voted to ratify a new contract with MGM Grand Detroit, operated by MGM Resorts, the Unite Here union said on Saturday.",https://www.reuters.com/business/detroit-casino-council-ratify-contract-with-mgm-penn-2023-12-03/,2023-12-03T00:13:49Z
543,Chicago Tribune,"Cops: Woman, 37, dies after jumping from walkway at O’Hare Airport",William Lee,Police say the woman jumped from an exterior walkway.,https://www.chicagotribune.com/news/breaking/ct-woman-dies-fatal-fall-ohare-20231203-w72q4vv4mfdfxpqiyjrnoi74ry-story.html,2023-12-03T00:11:11Z
544,Chicago Tribune,"Cops: Woman, 37, dies after jumping from walkway at O’Hare Airport",William Lee,Police say the woman jumped from an exterior walkway.,https://www.chicagotribune.com/news/breaking/ct-woman-dies-fatal-fall-ohare-20231203-w72q4vv4mfdfxpqiyjrnoi74ry-story.html,2023-12-03T00:11:11Z
545,Chicago Tribune,No. 24 Illinois beats Rutgers 76-58 in its Big Ten opener behind Terrence Shannon Jr.’s 23 points,Everett Merrill,"Terrence Shannon Jr. had 23 points and 10 rebounds Saturday, and No. 24 Illinois beat Rutgers 76-58 in the Big Ten opener for both schools.",https://www.chicagotribune.com/sports/college/ct-illinois-rutgers-big-ten-basketball-20231202-mjdccq5dzfhwvogfadm6h6y6bq-story.html,2023-12-02T23:35:09Z
546,The Wall Street Journal,These Six Post-Workout Cooldown Exercises Can Help Improve Flexibility,Jen Murphy,These six quick exercises can also help improve your flexibility after a solid sweat,https://www.wsj.com/lifestyle/fitness/want-to-feel-great-dont-skip-your-workout-cool-down-8f971d2f,2023-12-02T22:19:44Z
547,Reuters,Brazil launches $204 million drive to restore Amazon rainforest,Steven Grattan,"Brazil's national development bank (BNDES) on Saturday launched an effort to restore degraded or destroyed woodland amounting to 60,000 square km (23,160 square miles) - an area nearly the size of Latvia - in the Amazon rainforest by 2030.",https://www.reuters.com/business/environment/brazil-launches-204-million-drive-restore-amazon-rainforest-2023-12-02/,2023-12-02T18:53:30Z
548,Chicago Tribune,Man shot by Elk Grove Village police outside family home identified as grieving family hires lawyers,Ilana Arougheti,"A Cook County man fatally shot by police in the northwest suburbs Friday afternoon has been identified as Jack Murray, 24.",https://www.chicagotribune.com/news/breaking/ct-breaking-jack-murray-shot-by-elk-grove-village-police-20231202-lzheoo5ad5d43bwkeeedy3vr5a-story.html,2023-12-02T17:49:11Z
549,Chicago Tribune,"Review: Angel Olsen keeps it real and heartfelt in her concert at Thalia Hall, with opener Kara Jackson",Bob Gendron,Call it kismet that Angel Olsen began the first of her sold-out three-night stand in Chicago days after Merriam-Webster named “authentic” the word of the year.,https://www.chicagotribune.com/entertainment/music/ct-ent-angel-olsen-kara-jackson-review-20231202-z2dtnullufbedj7g3zdliz4rke-story.html,2023-12-02T17:43:07Z
550,Reuters,UAE's Masdar to develop 150 MW solar project in Angola,Reuters,"Abu Dhabi Future Energy Company, known as Masdar, is planning to develop a 150 megawatt solar power project in Angola to provide renewable energy to 90,000 homes and support economic growth, including jobs, the UAE state news agency WAM said on Saturday.",https://www.reuters.com/business/energy/uaes-masdar-develop-150-mw-solar-project-angola-statement-2023-12-02/,2023-12-02T17:02:11Z
551,Chicago Tribune,"Landmarks: Journey of Marquette, Jolliet gets a modern update with ‘Oregon Trail’ type game at Isle a la Cache",Paul Eisenberg,The 350th anniversary of the expedition of Marquette and Jolliet is being marked in Will County with a program involving an Oregon Trail-style game.,https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-eisenberg-landmarks-st-1204-20231202-dfb2u2xfpjdwzmr5rdyutagzui-story.html,2023-12-02T16:21:24Z
552,The Wall Street Journal,WALMART Joinis Advertising Exodus...,wsj,"Retailer says its halt isn’t a boycott, but due to poor performance",https://www.wsj.com/business/media/walmart-stops-ads-on-x-joining-the-advertising-exodus-4f0a7b0a,2023-12-02T16:00:03Z
553,The Wall Street Journal,Need Job? Smallest Employers Have Record Openings...,wsj,Available positions at establishments with fewer than 10 workers rose almost 20% in recent months,https://www.wsj.com/economy/jobs/small-business-jobs-hiring-c0b17cf0,2023-12-02T16:00:03Z
554,The Wall Street Journal,"Trump's Second-Term Plans: Anti-'Woke' University, 'Freedom Cities'...",wsj,"Former president wants more active government, upending GOP orthodoxy",https://www.wsj.com/politics/elections/trumps-second-term-plans-anti-woke-university-freedom-cities-28f8123d,2023-12-02T16:00:03Z
555,Chicago Tribune,"South Chicago man charged in shooting of 9-month-old girl, cops said",Deanese Williams-Harris,"A 23-year-old man was charged with attempt murder in the shooting of a 9-month-old girl Tuesday in the Washington Park neighborhood, Chicago police said.",https://www.chicagotribune.com/news/breaking/ct-baby-shot-charges-20231202-frzid7fpt5epzgovj55dn3hina-story.html,2023-12-02T15:59:45Z
556,Chicago Tribune,US targets oil and natural gas industry’s role in global warming with new rule on methane emissions,Matthew Daly,"The Biden administration on Saturday issued a final rule aimed at reducing methane emissions, targeting the U.S. oil and natural gas industry for its role in global warming as President Joe Biden seeks to advance his climate legacy.",https://www.chicagotribune.com/news/environment/ct-aud-nw-us-methane-emission-rule-20231202-k24x2e2i2nbvpgkqt22a2xn3ty-story.html,2023-12-02T15:09:21Z
557,Chicago Tribune,Developing nations press rich world to better fight climate change at U.N. climate summit,Jamey Keaten and Seth Borenstein,Countries once colonized by empires are striking back on global warming — and they have the pope’s blessing.,https://www.chicagotribune.com/news/environment/ct-aud-nw-un-climate-summit-20231202-xxdterzgofhsvfguoezz3qtvnq-story.html,2023-12-02T14:55:47Z
558,Chicago Tribune,"Man wounded by gunfire from outside his residence overnight on Far South Side, Chicago police said",Deanese Williams-Harris,"Shortly before 2 a.m., the victim was inside his home in the first block of West 116th Street when he heard multiple shots and felt pain. Gunfire had pierced through the front glass window and struck his elbow, police said.",https://www.chicagotribune.com/news/breaking/ct-chicago-shooting-violence-20231202-dnakj5egvrahhmppon4hvpnlvy-story.html,2023-12-02T14:31:31Z
559,Reuters,Impact of Amazon's climate-driven drought may last until 2026,Brad Haynes,"The Amazon rainforest's record-breaking drought hit home for Raimundo Leite de Souza one October morning, he said, when he woke to find the stream that runs behind his house had dropped nearly a foot overnight, stranding his skiff in a mudflat.",https://www.reuters.com/business/environment/impact-amazons-climate-driven-drought-may-last-until-2026-2023-12-02/,2023-12-02T14:22:44Z
560,Chicago Tribune,"Pac-12 ends on a high note, but the future is much more daunting for the 2 remaining schools",Mark Anderson,"Now the Pac-12 becomes the Pac-2 with only Oregon State and Washington State sticking around. They were the ones left behind, and on Friday announced a six-game scheduling alliance with the Mountain West.",https://www.chicagotribune.com/sports/college/ct-pac-12-football-20231202-7qogjtil7bgmxa6ncz3hpb4qhi-story.html,2023-12-02T14:15:10Z
561,Reuters,World Bank to boost climate financing share to 45%,Brajeshwar,"World Bank President Ajay Banga said on Friday the development lender will devote 45% of its annual financing to climate-related projects by 2025, up from a target of 35%, and extend debt repayment pauses following climate disasters.",https://www.reuters.com/sustainability/sustainable-finance-reporting/world-bank-increases-climate-spending-45-2023-12-01/,2023-12-02T13:57:10Z
562,Chicago Tribune,"Daywatch special edition: Our guide to celebrating the holidays, Chicago style ",Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter-special-holiday-edition-dec2-20231202-r2kkztmh6fcvxid77rxx62nqqq-story.html,2023-12-02T13:33:44Z
563,Chicago Tribune,"9-year-old boy critically injured after fall from third floor window in Rogers Park neighborhood, police say",Deanese Williams-Harris,"Shortly after 2 a.m., officers were called to an apartment complex in the 1500 block of West Jonquil Terrace where a boy fell from a window.",https://www.chicagotribune.com/news/breaking/ct-fall-from-window-rogers-park-20231202-feyijefuxrf5pkdxw5lpnlwxui-story.html,2023-12-02T13:31:09Z
564,Reuters,Honda's China joint venture dismisses 900 contract workers,Reuters,"Honda Motor <a href=""https://www.reuters.com/markets/companies/7267.T"" target=""_blank"">(7267.T)</a> said on Saturday it was dismissing about 900 contract workers at a joint venture in China, as Japanese automakers suffer from a rapid shift to electric vehicle…",https://www.reuters.com/business/autos-transportation/hondas-china-joint-venture-dismisses-900-contract-workers-2023-12-02/,2023-12-02T13:15:38Z
565,The Wall Street Journal,Digital Payments Are Having a Jolly Holiday,Telis Demos,Investors might be warming again to the growth potential of alternative ways to pay,https://www.wsj.com/business/retail/digital-payments-are-having-a-jolly-holiday-7aaa55f7,2023-12-02T13:00:00Z
566,Reuters,Pope pleads with COP28 to find breakthrough on climate change,Reuters,"Pope Francis on Saturday called on the <a href=""https://www.reuters.com/sustainability/cop/"">U.N. climate summit</a> to strive for a essential breakthrough agreement to stem global warming that includes the elimination of fossil fuels, saying climate had ""run…",https://www.reuters.com/business/environment/find-breakthrough-pope-francis-sends-message-un-climate-summit-2023-12-02/,2023-12-02T12:45:38Z
567,Chicago Tribune,Column: Northwestern upsets No. 1 Purdue but still is playing the underdog despite a rare taste of March Madness,Paul Sullivan,"Northwestern's dream season in 2022-23 was real, and star guard Boo Buie and most of the core are back. So why haven't Chris Collins' Wildcats gotten any love nationally?",https://www.chicagotribune.com/sports/college/ct-northwstern-purdue-chris-collins-boo-buie-20231202-agzpu4eyczbo3a7oem5ngaz4t4-story.html,2023-12-02T12:00:00Z
568,Chicago Tribune,Can Michigan be beaten? Iowa is embracing its underdog role in tonight’s Big Ten championship game.,Michael Marot,"Two weeks after celebrating the program’s 1,000th win and one week after beating rival Ohio State for the third straight time, Michigan is chasing a school first — its third straight outright Big Ten title.",https://www.chicagotribune.com/sports/college/ct-big-ten-football-championship-game-20231202-xlkkrwqmzrfzrcyrwnnyb3addm-story.html,2023-12-02T12:00:00Z
