Row Number,Publisher,Title,Author,Description,URL,Published At
671,Chicago Tribune,Slim Jim promotional car stolen in California is recovered outside Hillside hotel,Ilana Arougheti,A cross-country charcuterie con job came to a close Friday afternoon when a custom Slim Jim promotional car stolen in California was discovered outside of Chicago.,https://www.chicagotribune.com/news/breaking/ct-breaking-stolen-slim-jim-car-found-holiday-inn-express-hillside-20231227-36t6nlk7ijfhnnlarfi6o6a2nu-story.html,2023-12-27T21:20:29Z
672,Chicago Tribune,"Naperville babysitter charged with stabbing 2 young girls, ages 1 and 4, in chest and back at Lisle home",Naperville Sun Staff,A Naperville woman who allegedly stabbed two young children she was babysitting and then tried to kill herself has been charged with attempted murder.,https://www.chicagotribune.com/suburbs/naperville-sun/ct-nvs-naperville-babysitter-stabbing-lisle-children-st-1229-20231227-5hxs2psvpbfffjnjorgvxoikoq-story.html,2023-12-27T21:15:58Z
673,Chicago Tribune,Flu peak still to come after holidays; medical experts advise those with symptoms to stay home to limit spread,Chloe Hilles,"Fewer patients this December are being hospitalized for respiratory illnesses like COVID-19, influenza or respiratory syncytial virus (RSV) than last year, but the peak in flu cases is still to come.",https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-covid-illness-holiday-travel-ct-1228-20231227-wq7lrq73nna3tbvqyflblncweq-story.html,2023-12-27T21:00:17Z
674,Chicago Tribune,Afternoon Briefing: Cook County Jail inmate dead,Chicago Tribune staff,"Good afternoon, Chicago. Here's what is happening today.",https://www.chicagotribune.com/news/ct-aud-cb-afternoon-briefing-newsletter-dec27-20231227-rowj723xvzd7tgsolkj7tzadum-story.html,2023-12-27T20:00:10Z
675,Chicago Tribune,"With some flight attendants on welfare, Alaska Airlines faces contract fight",Dominic Gates,"Flight attendants at American, Southwest and United Airlines are likewise deep in tense contract bargains.",https://www.chicagotribune.com/business/ct-biz-alaska-air-attendants-tns-20231227-meirxdaowvaihl5xksplelgewu-story.html,2023-12-27T19:46:43Z
676,Chicago Tribune,"Man, 24, critically shot during fight in Washington Park neighborhood, 1 in custody",Deanese Williams-Harris,"A 24-year-old man was left in critical condition Wednesday morning after he was shot in the face during a fight in the Washington Park neighborhood, Chicago police said.",https://www.chicagotribune.com/news/breaking/ct-chicago-shooting-violence-20231227-q7krz62surf4jmvvhyuielaz6m-story.html,2023-12-27T19:37:49Z
677,Chicago Tribune,"Social media companies made $11 billion in US ad revenue from minors, Harvard study finds",Barbara Ortutay and Haleluya Hadero,A study from Harvard says social media companies collectively made over $11 billion in U.S. advertising revenue from minors last year.,https://www.chicagotribune.com/business/social-media-revenue-minors-20231227-gtzee45skbezjckbzaa46kdgia-story.html,2023-12-27T19:35:55Z
678,The Wall Street Journal,Joe Lieberman Campaign for Third-Party Ticket Draws Ire of Dems -- Again...,Molly Ball,"Joe Lieberman Campaign for Third-Party Ticket Draws Ire of Dems -- Again...

 
 
 
 (Second column, 5th story, link)

 

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",https://www.wsj.com/politics/elections/joe-liebermans-campaign-for-third-party-ticket-draws-ire-of-democratsagain-f8839aad,2023-12-27T18:46:36Z
679,The Wall Street Journal,Succession Drama Gripping One of Baseball's Most Storied Teams...,"Lindsey Adler, Jared Diamond","Baltimore Orioles owner Peter Angelos wants the team to be sold when he dies, but his oldest son isn’t planning to give up control",https://www.wsj.com/sports/baseball/baltimore-orioles-angelos-succession-bcd726bb,2023-12-27T18:46:36Z
680,Chicago Tribune,Cook County Jail inmate dead after found unresponsive in cell,"Caroline Kubzansky, Madeline Buckley",Authorities are investigating after a Cook County Jail inmate died at a hospital after he was found unresponsive in his cell on Monday.,https://www.chicagotribune.com/news/criminal-justice/ct-michael-oconnor-death-cook-county-jail-20231227-wzca6tlbjzch7at7rg2b776ysm-story.html,2023-12-27T18:15:08Z
681,Chicago Tribune,"Comedian Tom Smothers, one-half of the Smothers Brothers, dies at 86",Chicago Tribune,"Tom Smothers, half of the Smothers Brothers and the co-host of one of the most socially conscious and groundbreaking television shows in the history of the medium, has died at 86.",https://www.chicagotribune.com/news/obituaries/tom-smothers-dies-20231227-2ki4cnfhfnbqxbuqapwiz5xmdi-story.html,2023-12-27T18:09:48Z
682,Chicago Tribune,Notre Dame announces Mike Denbrock as new offensive coordinator — it’s his 3rd coaching stint with Irish,Chicago Tribune,"Mike Denbrock is back for a third coaching stint at Notre Dame, this time as offensive coordinator.",https://www.chicagotribune.com/sports/college/ct-notre-dame-offensive-coordinator-20231227-dxladrpa45cx5boi4smfcm2fkm-story.html,2023-12-27T17:21:20Z
683,Chicago Tribune,Barnes & Noble bookstore in downtown Naperville to close in January,Tess Kenny,"The Barnes & Noble bookstore in downtown Naperville is closing Jan. 21, according to the store’s social media.",https://www.chicagotribune.com/suburbs/naperville-sun/ct-nvs-barnes-and-noble-naperville-close-st-1229-20231227-meq4izprvvc7bn57b52epoljxi-story.html,2023-12-27T16:49:56Z
684,Chicago Tribune,Bremen High School TV students gain experience helping produce the Chicago/Midwest Emmy Awards,Bill Jones,"Four Bremen High School District 228 seniors and a junior at Andrew High School recently helped produce the 65th Chicago/Midwest Regional Emmy Awards, and meet meteorologist Tom Skilling.",https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-bremen-andrew-emmy-producers-st-1228-20231227-jlnmofzum5ecvoilurv5myfriy-story.html,2023-12-27T16:41:56Z
685,The Wall Street Journal,"Florida Manatees’ Health Improves, but Beloved Species Still Faces Threats",Arian Campo-flores,"Florida Manatees’ Health Improves, but Beloved Species Still Faces Threatswsj.com",https://www.wsj.com/us-news/climate-environment/floridamanatees-health-improves-but-beloved-species-still-faces-threats-628dcb91,2023-12-27T16:07:40Z
686,Chicago Tribune,"Robbers use silver vehicles overnight in attempt carjacking, and at least 3 armed robberies, police say",Deanese Williams-Harris,"While police did not say the robberies were related, the culprits used a silver sedan or silver SUV during the crimes.",https://www.chicagotribune.com/news/breaking/ct-silver-vehicle-crime-spree-20231227-a2dq2dbje5cyhjvaelecnnochu-story.html,2023-12-27T15:39:57Z
687,Chicago Tribune,Eddie Kornegay and Brad Wilcox: We can make Chicago safer by prioritizing stronger families,"Eddie Kornegay, Brad Wilcox",City leaders and those fighting to decrease crime rates should put more emphasis on encouraging and fostering a healthy family life.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-chicago-public-safety-crime-strong-families-20231227-c5oknl44rzd57esl6adfooecee-story.html,2023-12-27T15:38:36Z
688,Chicago Tribune,Fishermen find survivor in wrecked pickup after six days along Salt Creek under I-94,Amy Lavalley,"A Mishawaka, Indiana man is in the hospital with life-threatening injuries after police said two fishermen found him in his crashed pickup truck along Salt Creek off Interstate 94 near Portage Tuesday afternoon, likely six days after the truck went off the ro…",https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-fishermen-crash-st-1228-20231227-vmzdyhha5rcwhebjaropg46tcy-story.html,2023-12-27T15:18:39Z
689,Chicago Tribune,Sports betting spread rapidly the past 5 years. But the odds for further expansion may be fading.,David A. Lieb,Sports betting has spread rapidly across U.S. states in the past five years. But the odds for further expansion may be fading as state legislatures prepare to return to work in 2024.,https://www.chicagotribune.com/sports/ct-sports-betting-expansion-20231227-65kqean2o5a2dnuspzcgex34my-story.html,2023-12-27T14:32:22Z
690,Chicago Tribune,Teenager Najiah Knight wants to be the 1st woman at bull riding’s top level. But it’s an uphill dream.,Anne M. Peterson,Najiah Knight is a 17-year-old bull rider with a big dream. She wants to be the first woman to compete at the top level of the Professional Bull Riders tour.,https://www.chicagotribune.com/sports/ct-bull-riding-20231227-wsnxjp6vh5fuppf7t6vquyxb3y-story.html,2023-12-27T14:26:25Z
691,Chicago Tribune,"Man found fatally wounded inside alley overnight in Back of Yards neighborhood, cops",Deanese Williams-Harris,"Shortly before 12:15 a.m., a man described at about 35 years of age, was found shot multiple times in an alley in the 4800 block of South Hermitage Avenue.",https://www.chicagotribune.com/news/breaking/ct-chicago-shooting-violence-20231227-n3x4rkkxg5cptlfu7rbfx5t7ka-story.html,2023-12-27T14:07:32Z
692,Chicago Tribune,"Woman found fatally wounded after crashing in West Humboldt Park neighborhood, cops say",Deanese Williams-Harris,"A woman was found fatally wounded Tuesday night after crashing into two parked vehicles in the West Humboldt Park neighborhood, Chicago police said.",https://www.chicagotribune.com/news/breaking/ct-fatal-shooting-crash-20231227-xa5r3saev5hgbjxqsl4yhw6ehu-story.html,2023-12-27T13:49:55Z
693,Chicago Tribune,"A record-breaking warm, snowless winter confounds Midwesterners",Ernesto Londoño and Michael Levenson,Record-breaking warm temperatures made for a rare snowless winter holiday week in much of the upper Midwest.,https://www.chicagotribune.com/midwest/ct-aud-nw-nyt-midwest-weather-snow-warm-20231227-pglxk3byxvd4vpqm2urzgncg7m-story.html,2023-12-27T13:45:17Z
694,The Wall Street Journal,"New York Times Sues Microsoft and OpenAI, Alleging Copyright Infringement",Alexandra Bruell,News publisher says AI tools use its content without permission; tech companies have said training AI with web content is ‘fair use’,https://www.wsj.com/tech/ai/new-york-times-sues-microsoft-and-openai-alleging-copyright-infringement-fd85e1c4,2023-12-27T13:40:07Z
695,Chicago Tribune,Police launch death investigation after 2 seniors found dead Tuesday night at Avondale residence,Deanese Williams-Harris,"A 66-year-old woman and a man, 70, were discovered dead during a wellbeing check Tuesday night on the Northwest Side in the Avondale neighborhood, Chicago police said.",https://www.chicagotribune.com/news/breaking/ct-death-investigation-2-seniors-20231227-bitezuicijd5bdl3byp73chb54-story.html,2023-12-27T13:30:06Z
696,Chicago Tribune,A US delegation to meet with Mexican government for talks on the surge of migrants at border,Chicago Tribune,A top U.S. delegation is to meet with Mexico’s president Wednesday in what many see as a bid to get Mexico to do more to stem a surge of migrants reaching the U.S. southwestern border.,https://www.chicagotribune.com/nation-world/ct-aud-nw-mexico-migrants-blinken-20231227-4qrcwatpufefhfgeoncjornzgy-story.html,2023-12-27T13:07:59Z
697,Chicago Tribune,Daywatch: Where to celebrate New Year’s Eve in Chicagoland,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231227-eetsr6n42zdjxgwkoutjoaqcua-story.html,2023-12-27T12:28:35Z
698,The Wall Street Journal,Snatching American Citizens: New Tool of Hostile Governments...,wsj,Travelers in countries representing nearly a quarter of the world’s population face a heightened risk of arrest—and of becoming pawns in a geopolitical struggle with Washington,https://www.wsj.com/world/american-hostages-hostile-governments-cc7343a8,2023-12-27T12:00:03Z
699,The Wall Street Journal,Crisis Plays Out at America's Smallest Lenders...,wsj,Rural community banks are at risk from giant underwater bond portfolios,https://www.wsj.com/finance/banking/banking-crisis-plays-out-at-americas-smallest-lenders-0a73211c,2023-12-27T12:00:03Z
700,The Wall Street Journal,"In Putin's Russia, Snitching Enforces United Front -- and Outlet for Revenge...",wsj,Thousands of people are believed to have fallen victim to informers,https://www.wsj.com/world/russia/in-putins-russia-snitching-enforces-a-united-frontand-an-outlet-for-revenge-7a3d854e,2023-12-27T12:00:03Z
701,The Wall Street Journal,How Can Spending Be Up When People Feel Down?,wsj,The Misery Index suggests Americans shouldn’t feel as miserable as they say they are,https://www.wsj.com/economy/consumers/how-can-spending-be-up-when-people-feel-down-269432f3,2023-12-27T12:00:03Z
702,Chicago Tribune,Chicago Bears Q&A: Where does Matt Eberflus stand with 2 games left? Is Kyler Gordon a top-10 slot cornerback?,Brad Biggs,Could the Chicago Bears’ second-half improvement save coach Matt Eberflus’ job? Brad Biggs addresses that topic and many others in the latest Bears mailbag.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-mailbag-20231227-q6knd5hltrajxdenc7glttn3ai-story.html,2023-12-27T12:00:00Z
703,Chicago Tribune,Harvard Health: Chronic fatigue syndrome is rising,Francesca Coltrera,"Bone-deep exhaustion not eased by rest, lasting six months or more. Brain fog. Pain. These and other symptoms are hallmarks of chronic fatigue syndrome.",https://www.chicagotribune.com/people/health/ct-harvard-health-chronic-fatigue-syndrome-rising-20231227-n6k333mkbfc7haxb3gohr344d4-story.html,2023-12-27T12:00:00Z
704,Chicago Tribune,"In memoriam: Amid the holidays and hopes for a new year, we remember who and what we lost in 2023",Rick Kogan,The end of each year brings memories of the people who have vanished during the previous 12 months — and places and things too.,https://www.chicagotribune.com/people/ct-ent-who-and-what-we-lost-kogan-2023-20231227-3gl42gvudfdjbg74sayrld73xq-story.html,2023-12-27T11:30:00Z
705,Chicago Tribune,Top 10 best of Broadway in 2023: From Daniel Radcliffe in ‘Merrily’ to Jessica Chastain in ‘Doll’s House’,Chris Jones,"Here, in order of preference, are my top picks from New York's Great White Way on the first full year since the pandemic.",https://www.chicagotribune.com/entertainment/theater/ct-ent-best-broadway-theater-2023-20231227-kn6qgqcqofeshlk26gvgqwy2be-story.html,2023-12-27T11:00:00Z
