,Original Title Text,Normalized Title,Original Description Text,Normalized Description,Original Author Text,Normalized Author
605,Afternoon Briefing: Burger King exec back on stand in Burke trial,"['afternoon', 'brief', 'burger', 'king', 'exec', 'back', 'stand', 'burk', 'trial']","Good afternoon, Chicago. Here's what is happening today.","['good', 'afternoon', 'chicago', 'happen', 'today']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
606,Wisconsin governor signs off on $500 million plan to fund repairs and upgrades at Brewers stadium,"['wisconsin', 'governor', 'sign', '500', 'million', 'plan', 'fund', 'repair', 'upgrad', 'brewer', 'stadium']",Wisconsin Gov. Tony Evers has signed a bill that spends half-a-billion in taxpayer dollars to help the Milwaukee Brewers cover stadium repairs over the next decade.,"['wisconsin', 'gov', 'toni', 'ever', 'sign', 'bill', 'spend', 'taxpay', 'dollar', 'help', 'milwauke', 'brewer', 'cover', 'stadium', 'repair', 'next', 'decad']",Todd Richmond,"['todd', 'richmond']"
607,Trucking firm XPO to buy bankrupt Yellow's service centers for $870 mln,"['truck', 'firm', 'xpo', 'buy', 'bankrupt', 'yellow', 'servic', 'center', '870', 'mln']","Trucking company XPO Inc <a href=""https://www.reuters.com/markets/companies/XPO.N"" target=""_blank"">(XPO.N)</a> won a bid to buy 28 service centers of bankrupt Yellow Corp for $870 million in a closely watched auction of the nearly 100-year-old firm's assets.","['truck', 'compani', 'xpo', 'inc', 'http', 'bid', 'buy', '28', 'servic', 'center', 'bankrupt', 'yellow', 'corp', '870', 'million', 'close', 'watch', 'auction', 'nearli', 'firm', 'asset']",Reuters,['reuter']
608,Lamborghini introduces four-day week for production workers,"['lamborghini', 'introduc', 'week', 'product', 'worker']","Lamborghini has reached a deal with unions to introduce a four-day week for its production workers, the labour associations and the company said on Tuesday, as more manufacturing groups re-consider the structure of the work week for their employees.","['lamborghini', 'reach', 'deal', 'union', 'introduc', 'week', 'product', 'worker', 'labour', 'associ', 'compani', 'said', 'tuesday', 'manufactur', 'group', 'structur', 'work', 'week', 'employe']",Reuters,['reuter']
609,Cook County treasurer urges property owners to pay late taxes to avoid annual tax sale list,"['cook', 'counti', 'treasur', 'urg', 'properti', 'owner', 'pay', 'late', 'tax', 'avoid', 'annual', 'tax', 'sale', 'list']","The annual tax sale will occur Jan. 9-12 for properties with unpaid 2021 property taxes due in 2022, Cook County Treasurer Maria Pappas said in a statement.","['annual', 'tax', 'sale', 'occur', 'properti', 'unpaid', '2021', 'properti', 'tax', 'due', '2022', 'cook', 'counti', 'treasur', 'maria', 'pappa', 'said', 'statement']",Deanese Williams-Harris,['deanes']
610,Chicago State will join the Northeast Conference beginning in the 2024-25 academic year,"['chicago', 'state', 'join', 'northeast', 'confer', 'begin', 'academ', 'year']",Chicago State has a new conference home for its sports teams. The Cougars will join the Northeast Conference starting next fall as its eighth full member.,"['chicago', 'state', 'new', 'confer', 'home', 'sport', 'team', 'cougar', 'join', 'northeast', 'confer', 'start', 'next', 'fall', 'eighth', 'full', 'member']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
611,Gov. J.B. Pritzker won’t proceed with Brighton Park migrant camp because of environmental concerns,"['gov', 'pritzker', 'proceed', 'brighton', 'park', 'migrant', 'camp', 'environment', 'concern']","In a statement, Pritzker’s office said a Illinois Environmental Protection Agency review of the city’s environmental report released late Friday evening indicates “concerns related to insufficient soil sampling and remediation.”","['statement', 'pritzker', 'offic', 'said', 'illinoi', 'environment', 'protect', 'agenc', 'review', 'citi', 'environment', 'report', 'releas', 'late', 'friday', 'even', 'indic', 'concern', 'relat', 'insuffici', 'soil', 'sampl', 'remedi']",Alice Yin,"['alic', 'yin']"
612,"Vera Klement, ‘uniquely Chicago artist,’ dies at 93","['vera', 'klement', 'uniqu', 'chicago', 'artist', 'die', '93']","Vera Klement, a noted Chicago-based painter who produced both abstract expressionist and representational pieces and also sometimes mixed the two forms, has died.","['vera', 'klement', 'note', 'painter', 'produc', 'abstract', 'expressionist', 'represent', 'piec', 'also', 'sometim', 'mix', 'two', 'form', 'die']",Bob Goldsborough,"['bob', 'goldsborough']"
613,"Lukas Reichel rejoins the Chicago Blackhawks lineup, but on the fourth line: ‘It’s a good wake-up call’","['luka', 'reichel', 'rejoin', 'chicago', 'blackhawk', 'lineup', 'fourth', 'line', 'good', 'call']","Lukas Reichel was disappointed after getting healthy-scratched by the Chicago Blackhawks, but he’s ready to “get back to work.”","['luka', 'reichel', 'disappoint', 'get', 'chicago', 'blackhawk', 'readi', 'get', 'back', 'work']",Phil Thompson,"['phil', 'thompson']"
614,FTC Investigates Exxon’s $60 Billion Deal for Pioneer,"['ftc', 'investig', 'exxon', '60', 'billion', 'deal', 'pioneer']",Regulator asks the oil producers for more information about proposed merger,"['regul', 'ask', 'oil', 'produc', 'inform', 'propos', 'merger']",Dave Michaels,"['dave', 'michael']"
615,Berwyn mainstay Vesecky’s Bakery closing after more than a century of serving up Eastern European goods,"['berwyn', 'mainstay', 'vesecki', 'bakeri', 'close', 'centuri', 'serv', 'eastern', 'european', 'good']","The bakery's owners said everything was sold out by 9 a.m. Tuesday, its last day open.","['bakeri', 'owner', 'said', 'everyth', 'sold', '9', 'tuesday', 'last', 'day', 'open']",Shanzeh Ahmad,"['shanzeh', 'ahmad']"
616,"Choir at St. Michael in Orland Park marking 50 years of making music, friendships","['choir', 'michael', 'orland', 'park', 'mark', '50', 'year', 'make', 'music', 'friendship']","After 50 years, thousands of performances, a few spaghetti dinner fundraisers and too many songs to count, the choir at St. Michael Church in Orland Park is still singing and inspiring.","['50', 'year', 'thousand', 'perform', 'spaghetti', 'dinner', 'fundrais', 'mani', 'song', 'count', 'choir', 'michael', 'church', 'orland', 'park', 'still', 'sing', 'inspir']",Jeff Vorva,"['jeff', 'vorva']"
617,Frank Klopas is named Chicago Fire coach — the 2nd full-time stint for the longtime club mainstay,"['frank', 'klopa', 'name', 'chicago', 'fire', 'coach', '2nd', 'stint', 'longtim', 'club', 'mainstay']","Frank Klopas previously coached the Chicago Fire in 2012-13, and including three interim stints he has a 49-43-29 regular-season record as the team’s coach.","['frank', 'klopa', 'previous', 'coach', 'chicago', 'fire', 'includ', 'three', 'interim', 'stint', 'record', 'team', 'coach']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
618,CVS Health lays out changes to clarify prescription drug pricing that may save some customers money,"['cv', 'health', 'lay', 'chang', 'clarifi', 'prescript', 'drug', 'price', 'may', 'save', 'custom', 'money']",The health care giant said Tuesday that it will role out a new reimbursement model designed to make costs more predictable at the drugstore counter.,"['health', 'care', 'giant', 'said', 'tuesday', 'role', 'new', 'reimburs', 'model', 'design', 'make', 'cost', 'predict', 'drugstor', 'counter']",Associated Press,"['associ', 'press']"
619,"US agency to watch unrecalled Takata inflators after one blows apart, injuring a driver in Chicago","['u', 'agenc', 'watch', 'unrecal', 'takata', 'inflat', 'one', 'blow', 'apart', 'injur', 'driver', 'chicago']","A complaint filed with the agency shows that on Oct. 23, the inflator on a 2014 X3 exploded, shooting a large gold-colored metal disc that a surgeon had to remove from the Chicago driver’s lung.","['complaint', 'file', 'agenc', 'show', '23', 'inflat', '2014', 'x3', 'explod', 'shoot', 'larg', 'metal', 'disc', 'surgeon', 'remov', 'chicago', 'driver', 'lung']",Tom Krisher,"['tom', 'krisher']"
620,"Whitman Charboneau is a big hit in his first season for Neuqua Valley, which saw it coming. ‘He does it all.’","['whitman', 'charboneau', 'big', 'hit', 'first', 'season', 'neuqua', 'valley', 'saw', 'come']",Neuqua Valley boys basketball coach Todd Sutton predicted before the season that Whitman Charboneau would have a fine debut.,"['neuqua', 'valley', 'boy', 'basketbal', 'coach', 'todd', 'sutton', 'predict', 'season', 'whitman', 'charboneau', 'would', 'fine', 'debut']",Matt Le Cren,"['matt', 'le', 'cren']"
621,"Naperville police charge 3 men after loaded machine guns, variety of drugs found inside car parked at Bowlero","['napervil', 'polic', 'charg', '3', 'men', 'load', 'machin', 'gun', 'varieti', 'drug', 'found', 'insid', 'car', 'park', 'bowlero']","Three men are being held in the DuPage County jail on charges they had multiple loaded machine guns and drugs inside their car while it was parked at the Bowlero entertainment venue in Naperville, officials said.","['three', 'men', 'held', 'dupag', 'counti', 'jail', 'charg', 'multipl', 'load', 'machin', 'gun', 'drug', 'insid', 'car', 'park', 'bowlero', 'entertain', 'venu', 'napervil', 'offici', 'said']",Naperville Sun Staff,"['napervil', 'sun', 'staff']"
622,"2 Oak Park-River Forest High School seniors take their climate and environment interests, activism to U.N. confab in Dubai","['2', 'oak', 'forest', 'high', 'school', 'senior', 'take', 'climat', 'environ', 'interest', 'activ', 'confab', 'dubai']","The climate conference runs through Dec. 12, and former secretaries of state John Kerry and Hilary Clinton have also been in attendance.","['climat', 'confer', 'run', '12', 'former', 'secretari', 'state', 'john', 'kerri', 'hilari', 'clinton', 'also', 'attend']",Pioneer Press staff,"['pioneer', 'press', 'staff']"
623,"‘Fallen Leaves’ review: Is this heaven? No, it’s Helsinki, and it’s charming","['fallen', 'leav', 'review', 'heaven', 'helsinki', 'charm']",This picture is one of Finnish filmmaker Aki Kaurismaki's drollest and leanest accomplishments — an 80-minute romantic fable beguiling in its simplicity.,"['pictur', 'one', 'finnish', 'filmmak', 'aki', 'kaurismaki', 'drollest', 'leanest', 'accomplish', 'romant', 'fabl', 'beguil', 'simplic']",Michael Phillips,"['michael', 'phillip']"
624,Combined NorthShore and Edward-Elmhurst health system to be renamed Endeavor Health,"['combin', 'northshor', 'health', 'system', 'renam', 'endeavor', 'health']","Rebranding the health system’s websites, uniforms and other communications, including with patients, will take place in the coming months, and a new advertising campaign is set to roll out in the first quarter of 2024.","['rebrand', 'health', 'system', 'websit', 'uniform', 'commun', 'includ', 'patient', 'take', 'place', 'come', 'month', 'new', 'advertis', 'campaign', 'set', 'roll', 'first', 'quarter', '2024']",Sarah Freishtat,"['sarah', 'freishtat']"
625,"AT&T’s Ericsson Supply Deal Isn’t ‘Secret Sauce’ for Easing Costs, CEO Says","['ericsson', 'suppli', 'deal', 'secret', 'sauc', 'ea', 'cost', 'ceo', 'say']","Live coverage of stocks and financial news, including the S&P 500, Dow and Nasdaq Composite.","['live', 'coverag', 'stock', 'financi', 'news', 'includ', 'p', '500', 'dow', 'nasdaq', 'composit']",Drew FitzGerald,"['drew', 'fitzgerald']"
626,"Lily Fisher follows her sister Emily at Libertyville. Big shoes to fill? Well, Lily’s are larger.","['lili', 'fisher', 'follow', 'sister', 'emili', 'libertyvil', 'big', 'shoe', 'fill', 'well', 'lili', 'larger']","Lily Fisher, a 6-foot-1 guard, did say that starting her Libertyville career right after Emily graduated does present challenges.","['lili', 'fisher', 'guard', 'say', 'start', 'libertyvil', 'career', 'right', 'emili', 'graduat', 'present', 'challeng']",Bobby Narang,"['bobbi', 'narang']"
627,NCAA President Charlie Baker calls for a new tier of Division I where schools can pay athletes,"['ncaa', 'presid', 'charli', 'baker', 'call', 'new', 'tier', 'divis', 'school', 'pay', 'athlet']","NCAA President Charlie Baker wants to create a new tier of Division I where schools with the most athletic resources can offer unlimited educational benefits, enter into NIL partnerships with athletes and directly pay them through a trust fund.","['ncaa', 'presid', 'charli', 'baker', 'want', 'creat', 'new', 'tier', 'divis', 'school', 'athlet', 'resourc', 'offer', 'unlimit', 'educ', 'benefit', 'enter', 'nil', 'partnership', 'athlet', 'directli', 'pay', 'trust', 'fund']",Ralph D. Russo,"['ralph', 'russo']"
628,Angelina Jolie Rebuilding Her Life...Leaving Unhealthy LA...,"['angelina', 'joli', 'rebuild', 'life', 'leav', 'unhealthi', 'la']","After years of healing, the actress is starting a new fashion venture and paring back her Hollywood presence: ‘I wouldn’t be an actress today’","['year', 'heal', 'actress', 'start', 'new', 'fashion', 'ventur', 'pare', 'back', 'hollywood', 'presenc', 'actress', 'today']",wsj,['wsj']
629,What the Stock Market Taught Us This Year: Don’t Fall for These Investing Traps,"['stock', 'market', 'taught', 'u', 'year', 'fall', 'invest', 'trap']",2023 has been a year in which investors have been more influenced by perception than reality. And that means opportunities in 2024.,"['2023', 'year', 'investor', 'influenc', 'percept', 'realiti', 'mean', 'opportun', '2024']",Mellody Hobson,"['mellodi', 'hobson']"
630,Wells Fargo CEO expects severance expenses to exceed $750 million,"['well', 'fargo', 'ceo', 'expect', 'sever', 'expens', 'exceed', '750', 'million']","Wells Fargo <a href=""https://www.reuters.com/markets/companies/WFC.N"" target=""_blank"">(WFC.N)</a> CEO Charlie Scharf told investors on Tuesday he expects to book higher-than-anticipated severance expenses between $750 million to a little less than $1 billion …","['well', 'fargo', 'http', 'ceo', 'charli', 'scharf', 'told', 'investor', 'tuesday', 'expect', 'book', 'sever', 'expens', '750', 'million', 'littl', 'le', '1', 'billion']",Nupur Anand,"['nupur', 'anand']"
631,Burger King exec back on stand in ex-Ald. Ed Burke corruption trial,"['burger', 'king', 'exec', 'back', 'stand', 'ed', 'burk', 'corrupt', 'trial']",The son of a Texas-based fast-food restaurant tycoon resumes testifying in ex-Ald. Edward Burke’s corruption trial Tuesday.,"['son', 'restaur', 'tycoon', 'resum', 'testifi', 'edward', 'burk', 'corrupt', 'trial', 'tuesday']","Jason Meisner, Ray Long, Megan Crepeau","['jason', 'meisner', 'ray', 'long', 'megan', 'crepeau']"
